PlayerID,Name,Club,Position,Price (£m),Current Form,Selected By (%),ICT Index,Total Points (Current),Goals (Current),Assists (Current),Clean Sheets (Current),Minutes (Current),Last Season,Minutes (Last Season),Goals (Last Season),Assists (Last Season),Clean Sheets (Last Season),Total Points (Last Season)
262,Chadi Riad Dnanou,Crystal Palace,Defender,4.0,0.0,0.0,2.0,1,0,0,0,90,2024/25,90.0,0.0,0.0,0.0,1.0
263,Nathaniel Clyne,Crystal Palace,Defender,4.0,0.0,0.7,12.4,18,0,0,1,477,2024/25,477.0,0.0,0.0,1.0,18.0
264,Rob Holding,Crystal Palace,Defender,4.0,0.0,0.2,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
265,Caleb Kporha,Crystal Palace,Defender,4.0,0.0,0.1,1.3,2,0,0,0,11,2024/25,11.0,0.0,0.0,0.0,2.0
266,Eberechi Eze,Crystal Palace,Midfielder,7.5,0.0,9.9,222.4,148,8,8,10,2588,2024/25,2588.0,8.0,8.0,10.0,148.0
267,Ismaïla Sarr,Crystal Palace,Midfielder,6.5,0.0,4.9,215.9,149,8,7,10,2708,2024/25,2708.0,8.0,7.0,10.0,149.0
268,Cheick Doucouré,Crystal Palace,Midfielder,5.0,0.0,0.0,10.8,19,0,1,1,443,2024/25,443.0,0.0,1.0,1.0,19.0
269,Romain Esse,Crystal Palace,Midfielder,5.0,0.0,0.2,16.4,22,1,2,0,138,2024/25,138.0,1.0,2.0,0.0,22.0
270,Will Hughes,Crystal Palace,Midfielder,5.0,0.0,0.1,87.5,67,0,4,10,2100,2024/25,2100.0,0.0,4.0,10.0,67.0
271,Daichi Kamada,Crystal Palace,Midfielder,5.0,0.0,0.1,68.2,45,0,0,3,1545,2024/25,1545.0,0.0,0.0,3.0,45.0
272,Jefferson Lerma Solís,Crystal Palace,Midfielder,5.0,0.0,0.1,78.7,58,0,1,6,2270,2024/25,2270.0,0.0,1.0,6.0,58.0
273,Adam Wharton,Crystal Palace,Midfielder,5.0,0.0,0.6,71.2,42,0,2,4,1314,2024/25,1314.0,0.0,2.0,4.0,42.0
274,Asher Agbinone,Crystal Palace,Midfielder,4.5,0.0,0.1,1.5,2,0,0,0,4,2024/25,4.0,0.0,0.0,0.0,2.0
275,Naouirou Ahamada,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
276,Justin Devenny,Crystal Palace,Midfielder,4.5,0.0,1.9,33.2,34,1,1,0,494,2024/25,494.0,1.0,1.0,0.0,34.0
277,Malcolm Ebiowei,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
278,Jesurun Rak-Sakyi,Crystal Palace,Midfielder,4.5,0.0,0.1,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
279,Matheus França de Oliveira,Crystal Palace,Midfielder,4.5,0.0,0.1,11.5,9,1,0,0,52,2024/25,52.0,1.0,0.0,0.0,9.0
280,David Ozoh,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
281,Kaden Rodney,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
282,Franco Umeh-Chibueze,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
283,Jean-Philippe Mateta,Crystal Palace,Forward,7.5,0.0,8.0,187.3,150,14,2,9,2642,2024/25,2642.0,14.0,2.0,9.0,150.0
284,Eddie Nketiah,Crystal Palace,Forward,5.5,0.0,1.1,82.5,53,3,2,2,1018,2024/25,1018.0,3.0,2.0,2.0,53.0
285,Odsonne Édouard,Crystal Palace,Forward,5.0,0.0,1.0,8.0,7,0,0,0,141,2024/25,141.0,0.0,0.0,0.0,7.0
286,Zach Marsh,Crystal Palace,Forward,4.5,0.0,0.3,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
242,Kiernan Dewsbury-Hall,Everton,Midfielder,5.0,0.0,2.8,12.6,18,0,1,0,257,2024/25,257.0,0.0,1.0,0.0,18.0
287,Jordan Pickford,Everton,Goalkeeper,5.5,0.0,12.1,107.0,158,0,1,12,3420,2024/25,3420.0,0.0,1.0,12.0,158.0
288,Mark Travers,Everton,Goalkeeper,4.5,0.0,0.2,14.6,19,0,0,1,450,2024/25,450.0,0.0,0.0,1.0,19.0
289,Harry Tyrer,Everton,Goalkeeper,4.0,0.0,0.1,0.0,0,0,0,0,0,2021/22,0.0,0.0,0.0,0.0,0.0
290,Jarrad Branthwaite,Everton,Defender,5.5,0.0,1.9,81.3,88,0,1,9,2509,2024/25,2509.0,0.0,1.0,9.0,88.0
291,James Tarkowski,Everton,Defender,5.5,0.0,6.1,126.9,105,1,1,10,2922,2024/25,2922.0,1.0,1.0,10.0,105.0
292,Vitalii Mykolenko,Everton,Defender,5.0,0.0,2.7,115.2,121,1,3,11,3082,2024/25,3082.0,1.0,3.0,11.0,121.0
293,Jake O'Brien,Everton,Defender,5.0,0.0,0.5,56.0,65,2,0,5,1568,2024/25,1568.0,2.0,0.0,5.0,65.0
294,Séamus Coleman,Everton,Defender,4.5,0.0,0.2,7.1,5,0,0,0,214,2024/25,214.0,0.0,0.0,0.0,5.0
295,Michael Keane,Everton,Defender,4.5,0.0,0.3,45.4,48,3,0,3,1046,2024/25,1046.0,3.0,0.0,3.0,48.0
296,Nathan Patterson,Everton,Defender,4.5,0.0,0.1,15.5,14,0,1,0,342,2024/25,342.0,0.0,1.0,0.0,14.0
297,Roman Dixon,Everton,Defender,4.0,0.0,0.3,1.6,0,0,0,0,90,2024/25,90.0,0.0,0.0,0.0,0.0
298,Reece Welch,Everton,Defender,4.0,0.0,0.2,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
299,Iliman Ndiaye,Everton,Midfielder,6.5,0.0,12.9,142.0,114,9,0,15,2426,2024/25,2426.0,9.0,0.0,15.0,114.0
300,Dwight McNeil,Everton,Midfielder,6.0,0.0,0.6,123.3,93,4,8,5,1366,2024/25,1366.0,4.0,8.0,5.0,93.0
301,Carlos Alcaraz Durán,Everton,Midfielder,5.5,0.0,0.2,65.4,44,2,3,1,766,2024/25,766.0,2.0,3.0,1.0,44.0
302,Idrissa Gana Gueye,Everton,Midfielder,5.5,0.0,0.1,96.6,89,0,3,12,3063,2024/25,3063.0,0.0,3.0,12.0,89.0
303,James Garner,Everton,Midfielder,5.0,0.0,0.1,60.4,42,0,1,5,1590,2024/25,1590.0,0.0,1.0,5.0,42.0
304,Tim Iroegbunam,Everton,Midfielder,5.0,0.0,0.0,19.6,22,0,1,0,562,2024/25,562.0,0.0,1.0,0.0,22.0
305,Harrison Armstrong,Everton,Midfielder,4.5,0.0,0.3,2.2,2,0,0,0,47,2024/25,47.0,0.0,0.0,0.0,2.0
306,Callum Bates,Everton,Midfielder,4.5,0.0,0.1,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
307,Coby Ebere,Everton,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
308,Isaac Heath,Everton,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
309,Jenson Metcalfe,Everton,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
310,Thierno Barry,Everton,Forward,6.0,0.0,0.9,0.0,0,0,0,0,0,,,,,,
311,Norberto Bercique Gomes Betuncal,Everton,Forward,5.5,0.0,11.3,119.5,87,8,0,4,1521,2024/25,1521.0,8.0,0.0,4.0,87.0
312,Youssef Ramalho Chermiti,Everton,Forward,5.0,0.0,0.2,3.0,3,0,0,0,42,2024/25,42.0,0.0,0.0,0.0,3.0
313,Martin Sherif,Everton,Forward,4.5,0.0,0.3,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
667,Adam Aznou,Everton,Defender,4.5,0.0,0.1,0.0,0,0,0,0,0,,,,,,
314,Bernd Leno,Fulham,Goalkeeper,5.0,0.0,1.7,98.6,115,0,2,5,3420,2024/25,3420.0,0.0,2.0,5.0,115.0
315,Steven Benda,Fulham,Goalkeeper,4.0,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
316,Antonee Robinson,Fulham,Defender,5.0,0.0,3.6,185.5,106,0,10,5,3166,2024/25,3166.0,0.0,10.0,5.0,106.0
317,Joachim Andersen,Fulham,Defender,4.5,0.0,1.6,95.0,51,0,0,4,2673,2024/25,2673.0,0.0,0.0,4.0,51.0
318,Calvin Bassey,Fulham,Defender,4.5,0.0,0.5,84.1,75,1,0,5,3074,2024/25,3074.0,1.0,0.0,5.0,75.0
319,Timothy Castagne,Fulham,Defender,4.5,0.0,0.2,64.9,46,0,1,3,1642,2024/25,1642.0,0.0,1.0,3.0,46.0
320,Issa Diop,Fulham,Defender,4.5,0.0,0.1,38.3,31,0,0,1,1334,2024/25,1334.0,0.0,0.0,1.0,31.0
321,Jorge Cuenca Barreno,Fulham,Defender,4.5,0.0,0.1,8.6,9,0,0,0,349,2024/25,349.0,0.0,0.0,0.0,9.0
322,Kenny Tete,Fulham,Defender,4.5,0.0,0.2,73.1,49,0,2,3,1773,2024/25,1773.0,0.0,2.0,3.0,49.0
323,Samuel Amissah,Fulham,Defender,4.0,0.0,0.2,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
324,Alex Iwobi,Fulham,Midfielder,6.5,0.0,1.6,243.0,156,9,6,6,2981,2024/25,2981.0,9.0,6.0,6.0,156.0
325,Emile Smith Rowe,Fulham,Midfielder,6.0,0.0,1.1,124.4,114,6,3,7,2036,2024/25,2036.0,6.0,3.0,7.0,114.0
326,Adama Traoré Diarra,Fulham,Midfielder,5.5,0.0,0.3,144.6,95,2,8,3,1756,2024/25,1756.0,2.0,8.0,3.0,95.0
327,Andreas Hoelgebaum Pereira,Fulham,Midfielder,5.5,0.0,0.4,149.0,81,2,6,5,2004,2024/25,2004.0,2.0,6.0,5.0,81.0
328,Ryan Sessegnon,Fulham,Midfielder,5.5,0.0,0.1,67.1,57,4,2,1,574,2024/25,574.0,4.0,2.0,1.0,57.0
329,Harry Wilson,Fulham,Midfielder,5.5,0.0,1.2,107.8,78,6,2,2,1148,2024/25,1148.0,6.0,2.0,2.0,78.0
330,Sander Berge,Fulham,Midfielder,5.0,0.0,0.1,65.1,53,0,0,4,2221,2024/25,2221.0,0.0,0.0,4.0,53.0
331,Tom Cairney,Fulham,Midfielder,5.0,0.0,0.1,47.2,33,2,0,1,610,2024/25,610.0,2.0,0.0,1.0,33.0
332,Saša Lukić,Fulham,Midfielder,5.0,0.0,0.1,91.0,56,0,2,4,2348,2024/25,2348.0,0.0,2.0,4.0,56.0
333,Martial Godo,Fulham,Midfielder,4.5,0.0,0.1,3.0,2,0,0,0,21,2024/25,21.0,0.0,0.0,0.0,2.0
334,Luke Harris,Fulham,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
335,Josh King,Fulham,Midfielder,4.5,0.0,0.6,11.2,10,0,0,1,126,2024/25,126.0,0.0,0.0,1.0,10.0
336,Harrison Reed,Fulham,Midfielder,4.5,0.0,0.3,7.1,10,0,0,0,100,2024/25,100.0,0.0,0.0,0.0,10.0
337,Raúl Jiménez Rodríguez,Fulham,Forward,6.5,0.0,2.3,199.7,147,12,3,7,2486,2024/25,2486.0,12.0,3.0,7.0,147.0
338,Rodrigo Muniz Carvalho,Fulham,Forward,5.5,0.0,2.3,95.4,86,8,1,2,943,2024/25,943.0,8.0,1.0,2.0,86.0
664,Benjamin Lecomte,Fulham,Goalkeeper,4.0,0.0,1.0,0.0,0,0,0,0,0,,,,,,
339,Illan Meslier,Leeds,Goalkeeper,4.5,0.0,1.0,0.0,0,0,0,0,0,2022/23,3060.0,0.0,0.0,5.0,90.0
340,Alex Cairns,Leeds,Goalkeeper,4.0,0.0,0.3,0.0,0,0,0,0,0,,,,,,
341,Karl Darlow,Leeds,Goalkeeper,4.0,0.0,4.7,0.0,0,0,0,0,0,2023/24,0.0,0.0,0.0,0.0,0.0
342,Jayden Bogle,Leeds,Defender,4.5,0.0,0.4,0.0,0,0,0,0,0,2023/24,2787.0,3.0,3.0,3.0,63.0
343,Pascal Struijk,Leeds,Defender,4.5,0.0,0.4,0.0,0,0,0,0,0,2022/23,2198.0,2.0,2.0,4.0,66.0
344,Jaka Bijol,Leeds,Defender,4.0,0.0,0.1,0.0,0,0,0,0,0,,,,,,
345,Sebastiaan Bornauw,Leeds,Defender,4.0,0.0,0.2,0.0,0,0,0,0,0,,,,,,
346,Sam Byram,Leeds,Defender,4.0,0.0,0.3,0.0,0,0,0,0,0,2021/22,1023.0,0.0,0.0,2.0,20.0
347,Gabriel Gudmundsson,Leeds,Defender,4.0,0.0,2.5,0.0,0,0,0,0,0,,,,,,
348,Joe Rodon,Leeds,Defender,4.0,0.0,1.7,0.0,0,0,0,0,0,2023/24,0.0,0.0,0.0,0.0,0.0
349,Isaac Schmidt,Leeds,Defender,4.0,0.0,0.2,0.0,0,0,0,0,0,,,,,,
350,Brenden Aaronson,Leeds,Midfielder,5.5,0.0,0.1,0.0,0,0,0,0,0,2022/23,2365.0,1.0,4.0,5.0,83.0
351,Wilfried Gnonto,Leeds,Midfielder,5.5,0.0,0.5,0.0,0,0,0,0,0,2022/23,1346.0,2.0,4.0,4.0,55.0
352,Jack Harrison,Leeds,Midfielder,5.5,0.0,0.2,108.6,81,1,3,7,2068,2024/25,2068.0,1.0,3.0,7.0,81.0
353,Daniel James,Leeds,Midfielder,5.5,0.0,0.7,0.0,0,0,0,0,0,2022/23,802.0,2.0,1.0,1.0,45.0
354,Ethan Ampadu,Leeds,Midfielder,5.0,0.0,0.1,0.0,0,0,0,0,0,2023/24,0.0,0.0,0.0,0.0,0.0
355,Sam Greenwood,Leeds,Midfielder,5.0,0.0,0.1,0.0,0,0,0,0,0,2022/23,410.0,1.0,2.0,0.0,30.0
356,Ilia Gruev,Leeds,Midfielder,5.0,0.0,0.1,0.0,0,0,0,0,0,,,,,,
357,Largie Ramazani,Leeds,Midfielder,5.0,0.0,0.1,0.0,0,0,0,0,0,,,,,,
358,Tanaka Ao,Leeds,Midfielder,5.0,0.0,0.3,0.0,0,0,0,0,0,,,,,,
359,Charlie Crew,Leeds,Midfielder,4.5,0.0,0.1,0.0,0,0,0,0,0,,,,,,
360,Joe Gelhardt,Leeds,Midfielder,4.5,0.0,0.2,0.0,0,0,0,0,0,2022/23,201.0,0.0,2.0,0.0,20.0
361,Darko Gyabi,Leeds,Midfielder,4.5,0.0,0.1,0.0,0,0,0,0,0,2022/23,7.0,0.0,0.0,0.0,1.0
362,Joël Piroe,Leeds,Forward,5.5,0.0,2.7,0.0,0,0,0,0,0,,,,,,
363,Patrick Bamford,Leeds,Forward,5.0,0.0,2.6,0.0,0,0,0,0,0,2022/23,1510.0,4.0,5.0,1.0,70.0
364,Mateo Joseph Fernández-Regatillo,Leeds,Forward,5.0,0.0,0.1,0.0,0,0,0,0,0,2022/23,24.0,0.0,0.0,0.0,3.0
365,Lukas Nmecha,Leeds,Forward,5.0,0.0,0.5,0.0,0,0,0,0,0,2017/18,14.0,0.0,0.0,0.0,2.0
493,Sean Longstaff,Leeds,Midfielder,5.0,0.0,0.3,27.3,34,0,1,2,783,2024/25,783.0,0.0,1.0,2.0,34.0
660,Anton Stach,Leeds,Midfielder,5.0,0.0,0.3,0.0,0,0,0,0,0,,,,,,
665,Lucas Estella Perri,Leeds,Goalkeeper,4.5,0.0,0.3,0.0,0,0,0,0,0,2018/19,0.0,0.0,0.0,0.0,0.0
366,Alisson Becker,Liverpool,Goalkeeper,5.5,0.0,11.0,64.0,112,0,0,10,2508,2024/25,2508.0,0.0,0.0,10.0,112.0
367,Giorgi Mamardashvili,Liverpool,Goalkeeper,4.5,0.0,0.6,0.0,0,0,0,0,0,,,,,,
368,Ármin Pécsi,Liverpool,Goalkeeper,4.0,0.0,0.1,0.0,0,0,0,0,0,,,,,,
369,Freddie Woodman,Liverpool,Goalkeeper,4.0,0.0,0.1,0.0,0,0,0,0,0,2021/22,360.0,0.0,0.0,0.0,9.0
370,Jeremie Frimpong,Liverpool,Defender,6.0,0.0,29.4,0.0,0,0,0,0,0,,,,,,
371,Milos Kerkez,Liverpool,Defender,6.0,0.0,8.5,157.3,134,2,6,9,3336,2024/25,3336.0,2.0,6.0,9.0,134.0
372,Andrew Robertson,Liverpool,Defender,6.0,0.0,1.8,124.4,91,0,1,10,2479,2024/25,2479.0,0.0,1.0,10.0,91.0
373,Virgil van Dijk,Liverpool,Defender,6.0,0.0,24.0,143.7,143,3,1,14,3330,2024/25,3330.0,3.0,1.0,14.0,143.0
374,Ibrahima Konaté,Liverpool,Defender,5.5,0.0,2.9,87.6,106,1,2,11,2561,2024/25,2561.0,1.0,2.0,11.0,106.0
375,Conor Bradley,Liverpool,Defender,5.0,0.0,0.4,42.8,41,0,2,3,744,2024/25,744.0,0.0,2.0,3.0,41.0
376,Joe Gomez,Liverpool,Defender,5.0,0.0,0.1,22.8,14,0,0,1,517,2024/25,517.0,0.0,0.0,1.0,14.0
377,Konstantinos Tsimikas,Liverpool,Defender,5.0,0.0,0.1,52.5,43,0,1,4,829,2024/25,829.0,0.0,1.0,4.0,43.0
378,Amara Nallo,Liverpool,Defender,4.0,0.0,0.1,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
379,Rhys Williams,Liverpool,Defender,4.0,0.0,0.2,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
380,Calvin Ramsay,Liverpool,Defender,4.0,0.0,0.2,0.0,0,0,0,0,0,2022/23,0.0,0.0,0.0,0.0,0.0
381,Mohamed Salah,Liverpool,Midfielder,14.5,0.0,53.7,476.0,344,29,18,15,3374,2024/25,3374.0,29.0,18.0,15.0,344.0
382,Florian Wirtz,Liverpool,Midfielder,8.5,0.0,34.4,0.0,0,0,0,0,0,,,,,,
383,Luis Díaz Marulanda,Liverpool,Midfielder,8.0,0.0,0.4,246.4,183,13,7,15,2393,2024/25,2393.0,13.0,7.0,15.0,183.0
384,Cody Gakpo,Liverpool,Midfielder,7.5,0.0,6.1,180.3,127,10,5,5,1921,2024/25,1921.0,10.0,5.0,5.0,127.0
385,Federico Chiesa,Liverpool,Midfielder,6.5,0.0,0.1,6.7,7,0,0,0,103,2024/25,103.0,0.0,0.0,0.0,7.0
386,Alexis Mac Allister,Liverpool,Midfielder,6.5,0.0,1.5,174.1,122,5,6,14,2597,2024/25,2597.0,5.0,6.0,14.0,122.0
387,Dominik Szoboszlai,Liverpool,Midfielder,6.5,0.0,2.0,198.1,143,6,10,12,2485,2024/25,2485.0,6.0,10.0,12.0,143.0
388,Curtis Jones,Liverpool,Midfielder,5.5,0.0,0.1,113.6,87,3,5,6,1702,2024/25,1702.0,3.0,5.0,6.0,87.0
389,Harvey Elliott,Liverpool,Midfielder,5.5,0.0,0.2,40.4,33,1,2,0,359,2024/25,359.0,1.0,2.0,0.0,33.0
390,Ryan Gravenberch,Liverpool,Midfielder,5.5,0.0,0.1,114.7,92,0,4,14,3160,2024/25,3160.0,0.0,4.0,14.0,92.0
391,Ben Doak,Liverpool,Midfielder,5.0,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
392,Endo Wataru,Liverpool,Midfielder,5.0,0.0,0.1,10.0,21,0,0,0,259,2024/25,259.0,0.0,0.0,0.0,21.0
393,Stefan Bajčetić Maquieira,Liverpool,Midfielder,4.5,0.0,0.1,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
394,James McConnell,Liverpool,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
395,Tyler Morton,Liverpool,Midfielder,4.5,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
396,Trey Nyoni,Liverpool,Midfielder,4.5,0.0,0.1,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
397,Darwin Núñez Ribeiro,Liverpool,Forward,6.5,0.0,0.7,81.2,66,5,3,2,1113,2024/25,1113.0,5.0,3.0,2.0,66.0
398,Jayden Danns,Liverpool,Forward,4.5,0.0,0.2,0.0,1,0,0,0,10,2024/25,10.0,0.0,0.0,0.0,1.0
661,Hugo Ekitiké,Liverpool,Forward,8.5,0.0,11.5,0.0,0,0,0,0,0,,,,,,
182,James Trafford,Man City,Goalkeeper,5.0,0.0,2.6,0.0,0,0,0,0,0,2023/24,2520.0,0.0,0.0,2.0,70.0
399,Ederson Santana de Moraes,Man City,Goalkeeper,5.5,0.0,3.7,60.9,111,0,4,10,2320,2024/25,2320.0,0.0,4.0,10.0,111.0
400,Stefan Ortega Moreno,Man City,Goalkeeper,5.0,0.0,0.4,29.4,35,0,0,3,1099,2024/25,1099.0,0.0,0.0,3.0,35.0
401,Marcus Bettinelli,Man City,Goalkeeper,4.0,0.0,0.2,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
402,Rayan Aït-Nouri,Man City,Defender,6.0,0.0,21.9,191.0,125,4,7,7,3112,2024/25,3112.0,4.0,7.0,7.0,125.0
403,Joško Gvardiol,Man City,Defender,6.0,0.0,17.0,185.0,153,5,0,13,3278,2024/25,3278.0,5.0,0.0,13.0,153.0
404,Manuel Akanji,Man City,Defender,5.5,0.0,0.7,68.9,61,0,0,6,2012,2024/25,2012.0,0.0,0.0,6.0,61.0
405,Nathan Aké,Man City,Defender,5.5,0.0,0.6,15.9,25,0,0,3,677,2024/25,677.0,0.0,0.0,3.0,25.0
406,Abdukodir Khusanov,Man City,Defender,5.5,0.0,0.4,14.1,14,0,0,2,503,2024/25,503.0,0.0,0.0,2.0,14.0
407,Matheus Nunes,Man City,Defender,5.5,0.0,0.5,99.9,81,1,7,9,1670,2024/25,1670.0,1.0,7.0,9.0,81.0
408,Rúben dos Santos Gato Alves Dias,Man City,Defender,5.5,0.0,2.6,80.2,90,0,0,11,2269,2024/25,2269.0,0.0,0.0,11.0,90.0
409,John Stones,Man City,Defender,5.5,0.0,0.5,27.4,29,2,0,1,544,2024/25,544.0,2.0,0.0,1.0,29.0
410,Rico Lewis,Man City,Defender,5.0,0.0,0.7,65.0,66,1,2,5,1888,2024/25,1888.0,1.0,2.0,5.0,66.0
411,Nico O'Reilly,Man City,Defender,5.0,0.0,0.2,32.2,31,2,0,3,525,2024/25,525.0,2.0,0.0,3.0,31.0
412,Vitor de Oliveira Nunes dos Reis,Man City,Defender,5.0,0.0,0.1,0.3,1,0,0,0,1,2024/25,1.0,0.0,0.0,0.0,1.0
413,Omar Marmoush,Man City,Midfielder,8.5,0.0,13.0,97.3,73,7,1,8,1174,2024/25,1174.0,7.0,1.0,8.0,73.0
414,Phil Foden,Man City,Midfielder,8.0,0.0,2.1,164.2,105,7,3,6,1771,2024/25,1771.0,7.0,3.0,6.0,105.0
415,Sávio Moreira de Oliveira,Man City,Midfielder,7.0,0.0,1.9,177.3,106,1,11,8,1760,2024/25,1760.0,1.0,11.0,8.0,106.0
416,Bernardo Mota Veiga de Carvalho e Silva,Man City,Midfielder,6.5,0.0,0.7,193.6,110,4,4,10,2667,2024/25,2667.0,4.0,4.0,10.0,110.0
417,Rayan Cherki,Man City,Midfielder,6.5,0.0,7.8,0.0,0,0,0,0,0,,,,,,
418,Jérémy Doku,Man City,Midfielder,6.5,0.0,1.1,150.0,88,3,6,8,1506,2024/25,1506.0,3.0,6.0,8.0,88.0
419,Jack Grealish,Man City,Midfielder,6.5,0.0,1.4,71.3,38,1,1,2,710,2024/25,710.0,1.0,1.0,2.0,38.0
420,İlkay Gündoğan,Man City,Midfielder,6.5,0.0,0.2,144.2,97,1,7,10,2218,2024/25,2218.0,1.0,7.0,10.0,97.0
421,Rodrigo 'Rodri' Hernandez Cascante,Man City,Midfielder,6.5,0.0,1.0,3.0,3,0,0,0,72,2024/25,72.0,0.0,0.0,0.0,3.0
422,Mateo Kovačić,Man City,Midfielder,6.0,0.0,0.0,139.1,109,6,3,10,2194,2024/25,2194.0,6.0,3.0,10.0,109.0
423,Nico González Iglesias,Man City,Midfielder,6.0,0.0,0.1,27.5,31,1,1,6,760,2024/25,760.0,1.0,1.0,6.0,31.0
424,Oscar Bobb,Man City,Midfielder,5.5,0.0,0.1,1.6,3,0,0,0,14,2024/25,14.0,0.0,0.0,0.0,3.0
425,Claudio Echeverri,Man City,Midfielder,5.5,0.0,0.0,0.3,1,0,0,0,5,2024/25,5.0,0.0,0.0,0.0,1.0
426,James McAtee,Man City,Midfielder,5.5,0.0,0.1,30.7,31,3,0,0,340,2024/25,340.0,3.0,0.0,0.0,31.0
427,Tijjani Reijnders,Man City,Midfielder,5.5,0.0,11.1,0.0,0,0,0,0,0,,,,,,
428,Sverre Nypan,Man City,Midfielder,5.0,0.0,0.1,0.0,0,0,0,0,0,,,,,,
429,Kalvin Phillips,Man City,Midfielder,5.0,0.0,0.1,33.8,27,0,0,1,1231,2024/25,1231.0,0.0,0.0,1.0,27.0
430,Erling Haaland,Man City,Forward,14.0,0.0,22.4,281.8,181,22,3,10,2736,2024/25,2736.0,22.0,3.0,10.0,181.0
119,Bryan Mbeumo,Man Utd,Midfielder,8.0,0.0,16.1,340.8,236,20,9,9,3415,2024/25,3415.0,20.0,9.0,9.0,236.0
431,Altay Bayındır,Man Utd,Goalkeeper,5.0,0.0,0.5,7.9,8,0,0,1,360,2024/25,360.0,0.0,0.0,1.0,8.0
432,André Onana,Man Utd,Goalkeeper,5.0,0.0,0.1,74.7,120,0,0,9,3060,2024/25,3060.0,0.0,0.0,9.0,120.0
433,Elyh Harrison,Man Utd,Goalkeeper,4.0,0.0,0.0,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
434,Tom Heaton,Man Utd,Goalkeeper,4.0,0.0,0.4,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
435,Dermot Mee,Man Utd,Goalkeeper,4.0,0.0,0.1,0.0,0,0,0,0,0,2024/25,0.0,0.0,0.0,0.0,0.0
436,Matthijs de Ligt,Man Utd,Defender,5.0,0.0,1.2,91.5,68,2,0,4,2119,2024/25,2119.0,2.0,0.0,4.0,68.0
437,Lisandro Martínez,Man Utd,Defender,5.0,0.0,0.4,73.8,68,2,1,6,1751,2024/25,1751.0,2.0,1.0,6.0,68.0
438,Noussair Mazraoui,Man Utd,Defender,5.0,0.0,0.8,107.5,88,0,1,7,2836,2024/25,2836.0,0.0,1.0,7.0,88.0
439,Diego León Blanco,Man Utd,Defender,4.5,0.0,0.1,0.0,0,0,0,0,0,,,,,,
440,Diogo Dalot Teixeira,Man Utd,Defender,4.5,0.0,2.5,118.6,95,0,4,8,2812,2024/25,2812.0,0.0,4.0,8.0,95.0
441,Patrick Dorgu,Man Utd,Defender,4.5,0.0,6.4,39.4,18,0,0,2,840,2024/25,840.0,0.0,0.0,2.0,18.0
442,Harry Maguire,Man Utd,Defender,4.5,0.0,0.7,76.1,48,1,0,3,1751,2024/25,1751.0,1.0,0.0,3.0,48.0
443,Luke Shaw,Man Utd,Defender,4.5,0.0,0.2,12.7,5,0,0,0,346,2024/25,346.0,0.0,0.0,0.0,5.0
444,Leny Yoro,Man Utd,Defender,4.5,0.0,1.3,31.8,22,0,0,1,1160,2024/25,1160.0,0.0,0.0,1.0,22.0
